origin,destination,num,year
Afghanistan,Argentina,20.0,1990
Afghanistan,Australia,2729.0,1990
Afghanistan,Austria,4748.0,1990
Afghanistan,Azerbaijan,254.0,1990
Afghanistan,Bahrain,215.0,1990
Afghanistan,Belarus,140.0,1990
Afghanistan,Belgium,45.0,1990
Afghanistan,Bolivia (Plurinational State of),2.0,1990
Afghanistan,Bulgaria,222.0,1990
Afghanistan,Canada,5321.0,1990
Afghanistan,Colombia,107.0,1990
Afghanistan,Costa Rica,25.0,1990
Afghanistan,Cyprus,2.0,1990
Afghanistan,Czech Republic,51.0,1990
Afghanistan,Denmark,354.0,1990
Afghanistan,Ecuador,18.0,1990
Afghanistan,Egypt,237.0,1990
Afghanistan,Finland,4.0,1990
Afghanistan,France,3346.0,1990
Afghanistan,Germany,33279.0,1990
Afghanistan,Greece,621.0,1990
Afghanistan,Hungary,274.0,1990
Afghanistan,Iceland,1.0,1990
Afghanistan,India,14159.0,1990
Afghanistan,Iran (Islamic Republic of),3123968.0,1990
Afghanistan,Iraq,241.0,1990
Afghanistan,Ireland,29.0,1990
Afghanistan,Israel,2724.0,1990
Afghanistan,Italy,271.0,1990
Afghanistan,Jordan,74.0,1990
Afghanistan,Kuwait,1334.0,1990
Afghanistan,Latvia,20.0,1990
Afghanistan,Libya,677.0,1990
Afghanistan,Lithuania,40.0,1990
Afghanistan,Malaysia,32.0,1990
Afghanistan,Namibia,64.0,1990
Afghanistan,Netherlands,9865.0,1990
Afghanistan,New Zealand,156.0,1990
Afghanistan,Nicaragua,27.0,1990
Afghanistan,Norway,253.0,1990
Afghanistan,Pakistan,3276673.0,1990
Afghanistan,Philippines,25.0,1990
Afghanistan,Poland,219.0,1990
Afghanistan,Qatar,384.0,1990
Afghanistan,Russian Federation,19103.0,1990
Afghanistan,Saudi Arabia,166255.0,1990
Afghanistan,Slovakia,26.0,1990
Afghanistan,Slovenia,1.0,1990
Afghanistan,South Africa,59.0,1990
Afghanistan,Spain,24.0,1990
Afghanistan,Sweden,3368.0,1990
Afghanistan,Switzerland,1756.0,1990
Afghanistan,Tajikistan,8485.0,1990
Afghanistan,Turkey,7652.0,1990
Afghanistan,Ukraine,2552.0,1990
Afghanistan,United Arab Emirates,1630.0,1990
Afghanistan,United Kingdom of Great Britain and Northern Ireland,2076.0,1990
Afghanistan,United States of America,28444.0,1990
Albania,Argentina,148.0,1990
Albania,Australia,984.0,1990
Albania,Austria,1733.0,1990
Albania,Belgium,1363.0,1990
Albania,Bolivia (Plurinational State of),6.0,1990
Albania,Bulgaria,103.0,1990
Albania,Canada,398.0,1990
Albania,Chile,23.0,1990
Albania,Colombia,57.0,1990
Albania,Costa Rica,2.0,1990
Albania,Cuba,242.0,1990
Albania,Cyprus,69.0,1990
