origin,destination,num,year
Afghanistan,Argentina,2.0,2019
Afghanistan,Australia,36629.0,2019
Afghanistan,Austria,13924.0,2019
Afghanistan,Azerbaijan,127.0,2019
Afghanistan,Bahrain,463.0,2019
Afghanistan,Belarus,190.0,2019
Afghanistan,Belgium,17393.0,2019
Afghanistan,Bolivia (Plurinational State of),1.0,2019
Afghanistan,Brazil,50.0,2019
Afghanistan,Bulgaria,294.0,2019
Afghanistan,Canada,27711.0,2019
Afghanistan,Chile,51.0,2019
Afghanistan,Colombia,73.0,2019
Afghanistan,Costa Rica,1.0,2019
Afghanistan,Cyprus,6.0,2019
Afghanistan,Czechia,346.0,2019
Afghanistan,Denmark,7861.0,2019
Afghanistan,Ecuador,82.0,2019
Afghanistan,Egypt,162.0,2019
Afghanistan,Estonia,31.0,2019
Afghanistan,Finland,4502.0,2019
Afghanistan,France,3350.0,2019
Afghanistan,Georgia,23.0,2019
Afghanistan,Germany,131973.0,2019
Afghanistan,Greece,5696.0,2019
Afghanistan,Guinea,2.0,2019
Afghanistan,Hungary,1035.0,2019
Afghanistan,Iceland,22.0,2019
Afghanistan,India,6865.0,2019
Afghanistan,Iran (Islamic Republic of),1200519.0,2019
Afghanistan,Iraq,182.0,2019
Afghanistan,Ireland,131.0,2019
Afghanistan,Israel,1175.0,2019
Afghanistan,Italy,11212.0,2019
Afghanistan,Jordan,39.0,2019
Afghanistan,Kuwait,1707.0,2019
Afghanistan,Latvia,16.0,2019
Afghanistan,Libya,245.0,2019
Afghanistan,Lithuania,3.0,2019
Afghanistan,Malaysia,333.0,2019
Afghanistan,Mali,416.0,2019
Afghanistan,Namibia,19.0,2019
Afghanistan,Netherlands,20255.0,2019
Afghanistan,New Zealand,1263.0,2019
Afghanistan,Nicaragua,35.0,2019
Afghanistan,Norway,10997.0,2019
Afghanistan,Pakistan,753205.0,2019
Afghanistan,Philippines,597.0,2019
Afghanistan,Poland,135.0,2019
Afghanistan,Qatar,1285.0,2019
Afghanistan,Russian Federation,3898.0,2019
Afghanistan,Saudi Arabia,321932.0,2019
Afghanistan,Slovakia,217.0,2019
Afghanistan,Slovenia,40.0,2019
Afghanistan,South Africa,93.0,2019
Afghanistan,Spain,358.0,2019
Afghanistan,Sri Lanka,70.0,2019
Afghanistan,Sweden,28619.0,2019
Afghanistan,Switzerland,10620.0,2019
Afghanistan,Syrian Arab Republic,535.0,2019
Afghanistan,Tajikistan,5530.0,2019
Afghanistan,Thailand,1.0,2019
Afghanistan,Turkey,10179.0,2019
Afghanistan,Turkmenistan,108.0,2019
Afghanistan,Ukraine,3774.0,2019
Afghanistan,United Arab Emirates,5559.0,2019
Afghanistan,United Kingdom,34097.0,2019
Afghanistan,United States of America,40521.0,2019
Albania,Argentina,40.0,2019
Albania,Australia,2016.0,2019
Albania,Austria,1870.0,2019
Albania,Belgium,5570.0,2019
Albania,Bulgaria,763.0,2019
Albania,Canada,8080.0,2019
Albania,Chile,43.0,2019
Albania,Colombia,27.0,2019
Albania,Costa Rica,4.0,2019
Albania,Croatia,70.0,2019
