destination,origin,num
Afghanistan,Pakistan,348369.0
Afghanistan,Tajikistan,15031.0
Afghanistan,Uzbekistan,751.0
Albania,Canada,1004.0
Albania,Greece,34989.0
Albania,Italy,9851.0
Albania,The former Yugoslav Republic of Macedonia,591.0
Albania,Turkey,2172.0
Albania,United States of America,2628.0
Algeria,France,1000.0
Algeria,Germany,1399.0
Algeria,Indonesia,2600.0
Algeria,Iraq,13632.0
Algeria,Italy,1332.0
Algeria,Jordan,4063.0
Algeria,Kuwait,2150.0
Algeria,Lebanon,2203.0
Algeria,Libya,4182.0
Algeria,Malaysia,1577.0
Algeria,Russian Federation,1443.0
Algeria,Saudi Arabia,7062.0
Algeria,Somalia,20810.0
Algeria,State of Palestine,56961.0
Algeria,Sudan,2873.0
Algeria,Syrian Arab Republic,5526.0
Algeria,United Kingdom of Great Britain and Northern Ireland,1440.0
Algeria,United States of America,1968.0
Algeria,Western Sahara,90939.0
Algeria,Yemen,4257.0
American Samoa,China,591.0
American Samoa,Fiji,328.0
American Samoa,New Zealand,716.0
American Samoa,Philippines,1101.0
American Samoa,Republic of Korea,292.0
American Samoa,Samoa,15614.0
American Samoa,Tokelau,21.0
American Samoa,Tonga,1272.0
American Samoa,United States of America,2516.0
American Samoa,Viet Nam,209.0
Andorra,Argentina,640.0
Andorra,Australia,61.0
Andorra,Belgium,202.0
Andorra,Chile,201.0
Andorra,Denmark,105.0
Andorra,France,3764.0
Andorra,Germany,318.0
Andorra,Italy,430.0
Andorra,Morocco,441.0
Andorra,Netherlands,229.0
Andorra,Philippines,399.0
Andorra,Portugal,11012.0
Andorra,Spain,20446.0
Andorra,Sweden,46.0
Andorra,Switzerland,75.0
Andorra,United Kingdom of Great Britain and Northern Ireland,988.0
Andorra,United States of America,99.0
Andorra,Uruguay,96.0
Angola,Cabo Verde,10459.0
Angola,Chad,36.0
Angola,Congo,1203.0
Angola,Cote d'Ivoire,46.0
Angola,Democratic Republic of the Congo,43192.0
Angola,Guinea,382.0
Angola,Mozambique,283.0
Angola,Namibia,1012.0
Angola,Portugal,15528.0
Angola,Rwanda,1216.0
Angola,Sao Tome and Principe,9123.0
Angola,South Africa,7144.0
Angola,Zambia,350.0
Anguilla,Canada,126.0
Anguilla,Dominican Republic,700.0
Anguilla,Guyana,416.0
Anguilla,Jamaica,488.0
Anguilla,Montserrat,302.0
Anguilla,Saint Kitts and Nevis,881.0
Anguilla,United Kingdom of Great Britain and Northern Ireland,431.0
Anguilla,United States of America,545.0
Anguilla,United States Virgin Islands,443.0
Antigua and Barbuda,Anguilla,39.0
Antigua and Barbuda,Aruba,5.0
Antigua and Barbuda,Australia,7.0
Antigua and Barbuda,Bahamas,2.0
Antigua and Barbuda,Barbados,302.0
Antigua and Barbuda,Belize,14.0
Antigua and Barbuda,Bermuda,14.0
Antigua and Barbuda,"Bonaire, Sint Eustatius and Saba",11.0
Antigua and Barbuda,British Virgin Islands,98.0
Antigua and Barbuda,Canada,434.0
Antigua and Barbuda,China,134.0
Antigua and Barbuda,Cuba,20.0
Antigua and Barbuda,Curacao,19.0
Antigua and Barbuda,Dominica,4745.0
Antigua and Barbuda,Dominican Republic,1784.0
Antigua and Barbuda,Egypt,10.0
Antigua and Barbuda,Ethiopia,90.0
Antigua and Barbuda,France,41.0
Antigua and Barbuda,French Guiana,5.0
Antigua and Barbuda,Germany,83.0
Antigua and Barbuda,Ghana,31.0
Antigua and Barbuda,Grenada,192.0
Antigua and Barbuda,Guadeloupe,76.0
Antigua and Barbuda,Guyana,6472.0
Antigua and Barbuda,Haiti,33.0
Antigua and Barbuda,Honduras,7.0
Antigua and Barbuda,India,79.0
Antigua and Barbuda,Italy,72.0
Antigua and Barbuda,Jamaica,3990.0
Antigua and Barbuda,Japan,20.0
Antigua and Barbuda,Lebanon,55.0
Antigua and Barbuda,Martinique,5.0
Antigua and Barbuda,Mexico,5.0
Antigua and Barbuda,Montserrat,1138.0
Antigua and Barbuda,Netherlands,16.0
Antigua and Barbuda,New Zealand,12.0
Antigua and Barbuda,Nigeria,40.0
Antigua and Barbuda,Puerto Rico,53.0
Antigua and Barbuda,Saint Kitts and Nevis,476.0
Antigua and Barbuda,Saint Lucia,676.0
Antigua and Barbuda,Saint Vincent and the Grenadines,918.0
Antigua and Barbuda,Sint Maarten (Dutch part),23.0
Antigua and Barbuda,South Africa,45.0
Antigua and Barbuda,Spain,12.0
Antigua and Barbuda,Suriname,45.0
Antigua and Barbuda,Syrian Arab Republic,244.0
Antigua and Barbuda,Trinidad and Tobago,720.0
Antigua and Barbuda,Turks and Caicos Islands,6.0
Antigua and Barbuda,United Kingdom of Great Britain and Northern Ireland,994.0
Antigua and Barbuda,United States of America,2626.0
Antigua and Barbuda,United States Virgin Islands,711.0
Antigua and Barbuda,Venezuela (Bolivarian Republic of),39.0
Argentina,Afghanistan,9.0
Argentina,Albania,66.0
Argentina,Algeria,104.0
Argentina,Andorra,1.0
Argentina,Angola,9.0
Argentina,Armenia,561.0
Argentina,Aruba,1.0
Argentina,Australia,275.0
Argentina,Austria,1022.0
Argentina,Bahrain,12.0
Argentina,Barbados,7.0
Argentina,Belarus,304.0
Argentina,Belgium,537.0
Argentina,Belize,6.0
Argentina,Bolivia (Plurinational State of),419048.0
Argentina,Brazil,48792.0
Argentina,Brunei Darussalam,1.0
Argentina,Bulgaria,295.0
Argentina,Burkina Faso,11.0
Argentina,Cabo Verde,24.0
Argentina,Cambodia,20.0
Argentina,Canada,530.0
Argentina,Chile,213119.0
Argentina,China,14397.0
Argentina,"China, Hong Kong Special Administrative Region",4.0
Argentina,Colombia,8640.0
Argentina,Congo,42.0
Argentina,Costa Rica,123.0
Argentina,Cote d'Ivoire,1.0
Argentina,Croatia,986.0
Argentina,Cuba,1106.0
Argentina,Cyprus,47.0
Argentina,Czech Republic,1793.0
Argentina,Democratic People's Republic of Korea,14.0
Argentina,Denmark,245.0
Argentina,Dominica,4.0
Argentina,Dominican Republic,684.0
Argentina,Ecuador,955.0
Argentina,Egypt,238.0
Argentina,El Salvador,73.0
Argentina,Estonia,49.0
Argentina,Ethiopia,32.0
Argentina,Fiji,1.0
Argentina,Finland,70.0
Argentina,France,8160.0
Argentina,Germany,9242.0
Argentina,Gibraltar,14.0
Argentina,Greece,1017.0
Argentina,Greenland,15.0
Argentina,Grenada,11.0
Argentina,Guatemala,96.0
Argentina,Guinea,1.0
Argentina,Haiti,41.0
Argentina,Honduras,66.0
Argentina,Hungary,816.0
Argentina,Iceland,8.0
Argentina,India,97.0
Argentina,Indonesia,21.0
Argentina,Iran (Islamic Republic of),137.0
Argentina,Iraq,37.0
Argentina,Ireland,64.0
Argentina,Israel,557.0
Argentina,Italy,152338.0
Argentina,Jamaica,11.0
Argentina,Japan,4453.0
Argentina,Jordan,73.0
Argentina,Kenya,2.0
Argentina,Lao People's Democratic Republic,283.0
Argentina,Latvia,124.0
Argentina,Lebanon,791.0
Argentina,Libya,51.0
Argentina,Liechtenstein,78.0
Argentina,Lithuania,392.0
Argentina,Luxembourg,96.0
Argentina,Madagascar,7.0
Argentina,Malaysia,2.0
Argentina,Malta,2.0
Argentina,Mexico,1450.0
Argentina,Micronesia (Federated States of),4.0
Argentina,Monaco,10.0
Argentina,Morocco,212.0
Argentina,Mozambique,11.0
Argentina,Myanmar,9.0
Argentina,Namibia,2.0
Argentina,Netherlands,387.0
Argentina,New Zealand,11.0
Argentina,Nicaragua,91.0
Argentina,Niger,1.0
Argentina,Nigeria,43.0
Argentina,Norway,58.0
Argentina,Pakistan,5.0
Argentina,Panama,161.0
Argentina,Paraguay,679044.0
Argentina,Peru,195320.0
Argentina,Philippines,58.0
Argentina,Poland,7315.0
Argentina,Portugal,4961.0
Argentina,Puerto Rico,75.0
Argentina,Republic of Korea,8154.0
Argentina,Republic of Moldova,456.0
Argentina,Romania,1078.0
Argentina,Russian Federation,1884.0
Argentina,San Marino,16.0
Argentina,Saudi Arabia,80.0
Argentina,Singapore,2.0
Argentina,Slovenia,810.0
Argentina,Somalia,2.0
Argentina,South Africa,126.0
Argentina,Spain,98050.0
Argentina,Sri Lanka,2.0
Argentina,Sudan,8.0
Argentina,Suriname,5.0
Argentina,Sweden,204.0
Argentina,Switzerland,794.0
Argentina,Syrian Arab Republic,1125.0
Argentina,Thailand,60.0
Argentina,The former Yugoslav Republic of Macedonia,1489.0
Argentina,Trinidad and Tobago,34.0
Argentina,Tunisia,45.0
Argentina,Turkey,635.0
Argentina,Tuvalu,4.0
Argentina,Uganda,1.0
Argentina,Ukraine,4408.0
Argentina,United Kingdom of Great Britain and Northern Ireland,943.0
Argentina,United Republic of Tanzania,1.0
Argentina,United States of America,5135.0
Argentina,Uruguay,132749.0
Argentina,Vanuatu,8.0
Argentina,Venezuela (Bolivarian Republic of),1240.0
Argentina,Viet Nam,5.0
Argentina,Zambia,1.0
Argentina,Zimbabwe,2.0
Armenia,Azerbaijan,87675.0
Armenia,Belarus,328.0
Armenia,Georgia,40897.0
Armenia,Germany,681.0
Armenia,Greece,1096.0
Armenia,Iran (Islamic Republic of),8733.0
Armenia,Kazakhstan,849.0
Armenia,Lebanon,915.0
Armenia,Russian Federation,20580.0
Armenia,Syrian Arab Republic,2828.0
Armenia,Turkey,581.0
Armenia,Turkmenistan,875.0
Armenia,Ukraine,2645.0
Armenia,Uzbekistan,1061.0
Aruba,"Bonaire, Sint Eustatius and Saba",297.0
Aruba,China,1127.0
Aruba,Colombia,9762.0
Aruba,Curacao,2455.0
Aruba,Dominica,107.0
Aruba,Dominican Republic,4327.0
Aruba,Grenada,258.0
Aruba,Guyana,289.0
Aruba,Haiti,1632.0
Aruba,India,330.0
Aruba,Jamaica,746.0
Aruba,Netherlands,4585.0
Aruba,Nicaragua,107.0
Aruba,Peru,1134.0
Aruba,Philippines,1004.0
Aruba,Portugal,164.0
Aruba,Saint Vincent and the Grenadines,113.0
Aruba,Sint Maarten (Dutch part),701.0
Aruba,Suriname,1337.0
Aruba,United States of America,612.0
Aruba,Venezuela (Bolivarian Republic of),3399.0
Australia,Afghanistan,37482.0
Australia,Albania,3334.0
Australia,Algeria,1561.0
Australia,American Samoa,380.0
Australia,Angola,580.0
Australia,Antigua and Barbuda,11.0
Australia,Argentina,15423.0
Australia,Armenia,1371.0
Australia,Aruba,42.0
Australia,Austria,20434.0
Australia,Azerbaijan,538.0
Australia,Bahamas,316.0
Australia,Bahrain,1656.0
Australia,Bangladesh,37092.0
Australia,Barbados,443.0
Australia,Belarus,2057.0
Australia,Belgium,7849.0
Australia,Belize,42.0
Australia,Benin,105.0
Australia,Bermuda,622.0
Australia,Bhutan,3829.0
Australia,Bolivia (Plurinational State of),1055.0
Australia,Bosnia and Herzegovina,41449.0
Australia,Botswana,1298.0
Australia,Brazil,20730.0
Australia,Brunei Darussalam,3386.0
Australia,Bulgaria,3988.0
Australia,Burkina Faso,21.0
Australia,Burundi,2152.0
Australia,Cambodia,35710.0
Australia,Cameroon,411.0
Australia,Canada,54034.0
Australia,Cayman Islands,95.0
Australia,Chad,32.0
Australia,Chile,30963.0
Australia,China,451084.0
Australia,"China, Hong Kong Special Administrative Region",95557.0
Australia,"China, Macao Special Administrative Region",2943.0
Australia,Colombia,15497.0
Australia,Congo,1403.0
Australia,Cook Islands,7986.0
Australia,Costa Rica,527.0
Australia,Cote d'Ivoire,601.0
Australia,Croatia,69890.0
Australia,Cuba,897.0
Australia,Curacao,127.0
Australia,Cyprus,22080.0
Australia,Czech Republic,14337.0
Australia,Democratic People's Republic of Korea,232.0
Australia,Democratic Republic of the Congo,3682.0
Australia,Denmark,11625.0
Australia,Djibouti,169.0
Australia,Dominica,11.0
Australia,Dominican Republic,179.0
Australia,Ecuador,2310.0
Australia,Egypt,45352.0
Australia,El Salvador,11689.0
Australia,Eritrea,3851.0
Australia,Estonia,3313.0
Australia,Ethiopia,11446.0
Australia,Faeroe Islands,21.0
Australia,Falkland Islands (Malvinas),95.0
Australia,Fiji,72084.0
Australia,Finland,10307.0
Australia,France,39107.0
Australia,French Guiana,11.0
Australia,French Polynesia,549.0
Australia,Gabon,11.0
Australia,Gambia,127.0
Australia,Georgia,612.0
Australia,Germany,134664.0
Australia,Ghana,5306.0
Australia,Gibraltar,527.0
Australia,Greece,126551.0
Australia,Grenada,127.0
Australia,Guadeloupe,32.0
Australia,Guam,105.0
Australia,Guatemala,496.0
Australia,Guinea,844.0
Australia,Guyana,665.0
Australia,Haiti,95.0
Australia,Honduras,274.0
Australia,Hungary,23135.0
Australia,Iceland,770.0
Australia,India,389992.0
Australia,Indonesia,84026.0
Australia,Iran (Islamic Republic of),48696.0
Australia,Iraq,62790.0
Australia,Ireland,101032.0
Australia,Isle of Man,348.0
Australia,Israel,12174.0
Australia,Italy,210061.0
Australia,Jamaica,1287.0
Australia,Japan,53159.0
Australia,Jordan,6287.0
Australia,Kazakhstan,1698.0
Australia,Kenya,17850.0
Australia,Kiribati,654.0
Australia,Kuwait,6108.0
Australia,Kyrgyzstan,443.0
Australia,Lao People's Democratic Republic,12111.0
Australia,Latvia,5581.0
Australia,Lebanon,96306.0
Australia,Lesotho,127.0
Australia,Liberia,3376.0
Australia,Libya,3091.0
Australia,Liechtenstein,11.0
Australia,Lithuania,3418.0
Australia,Luxembourg,274.0
Australia,Madagascar,316.0
Australia,Malawi,1266.0
Australia,Malaysia,156934.0
Australia,Maldives,538.0
Australia,Mali,53.0
Australia,Malta,49224.0
Australia,Marshall Islands,42.0
Australia,Martinique,42.0
Australia,Mauritania,42.0
Australia,Mauritius,28779.0
Australia,Mexico,4937.0
Australia,Monaco,53.0
Australia,Mongolia,886.0
Australia,Montenegro,2025.0
Australia,Morocco,2173.0
Australia,Mozambique,1023.0
Australia,Myanmar,28916.0
Australia,Namibia,1393.0
Australia,Nauru,728.0
Australia,Nepal,32872.0
Australia,Netherlands,91358.0
Australia,New Caledonia,1878.0
Australia,New Zealand,642271.0
Australia,Nicaragua,876.0
Australia,Niger,11.0
Australia,Nigeria,6382.0
Australia,Niue,939.0
Australia,Northern Mariana Islands,11.0
Australia,Norway,5201.0
Australia,Oman,1540.0
Australia,Pakistan,43949.0
Australia,Panama,306.0
Australia,Paraguay,496.0
Australia,Peru,10855.0
Australia,Philippines,222340.0
Australia,Poland,59868.0
Australia,Portugal,20044.0
Australia,Puerto Rico,169.0
Australia,Qatar,949.0
Australia,Republic of Korea,98395.0
Australia,Republic of Moldova,1224.0
Australia,R¨¦union,274.0
Australia,Romania,18008.0
Australia,Russian Federation,24812.0
Australia,Rwanda,844.0
Australia,Saint Helena,32.0
Australia,Saint Kitts and Nevis,11.0
Australia,Saint Lucia,32.0
Australia,Saint Vincent and the Grenadines,11.0
Australia,Samoa,26142.0
Australia,Saudi Arabia,15107.0
Australia,Senegal,433.0
Australia,Serbia,37967.0
Australia,Seychelles,3144.0
Australia,Sierra Leone,3903.0
Australia,Singapore,67822.0
Australia,Slovakia,6667.0
Australia,Slovenia,8577.0
Australia,Solomon Islands,2353.0
Australia,Somalia,7743.0
Australia,South Africa,183370.0
Australia,South Sudan,4220.0
Australia,Spain,18061.0
Australia,Sri Lanka,112120.0
Australia,State of Palestine,3154.0
Australia,Sudan,23989.0
Australia,Suriname,158.0
Australia,Swaziland,422.0
Australia,Sweden,12585.0
Australia,Switzerland,15750.0
Australia,Syrian Arab Republic,10866.0
Australia,Tajikistan,137.0
Australia,Thailand,60712.0
Australia,The former Yugoslav Republic of Macedonia,53665.0
Australia,Timor-Leste,11214.0
Australia,Togo,348.0
Australia,Tokelau,738.0
Australia,Tonga,11784.0
Australia,Trinidad and Tobago,1920.0
Australia,Tunisia,675.0
Australia,Turkey,43000.0
Australia,Turkmenistan,63.0
Australia,Tuvalu,190.0
Australia,Uganda,3397.0
Australia,Ukraine,17227.0
Australia,United Arab Emirates,7131.0
Australia,United Kingdom of Great Britain and Northern Ireland,1289396.0
Australia,United Republic of Tanzania,4410.0
Australia,United States of America,110643.0
Australia,Uruguay,11140.0
Australia,Uzbekistan,1625.0
Australia,Vanuatu,1572.0
Australia,Venezuela (Bolivarian Republic of),4895.0
Australia,Viet Nam,227298.0
Australia,Yemen,675.0
Australia,Zambia,7121.0
Australia,Zimbabwe,38843.0
Austria,Afghanistan,8620.0
Austria,Albania,3147.0
Austria,Algeria,1290.0
Austria,Andorra,2.0
Austria,Angola,341.0
Austria,Antigua and Barbuda,7.0
Austria,Argentina,1523.0
Austria,Armenia,3051.0
Austria,Australia,2490.0
Austria,Azerbaijan,1076.0
Austria,Bahamas,22.0
Austria,Bahrain,21.0
Austria,Bangladesh,2737.0
Austria,Barbados,21.0
Austria,Belarus,1667.0
Austria,Belgium,2575.0
Austria,Belize,41.0
Austria,Benin,80.0
Austria,Bermuda,19.0
Austria,Bhutan,24.0
Austria,Bolivia (Plurinational State of),509.0
Austria,Bosnia and Herzegovina,155164.0
Austria,Botswana,25.0
Austria,Brazil,5186.0
Austria,Brunei Darussalam,6.0
Austria,Bulgaria,15733.0
Austria,Burkina Faso,121.0
Austria,Burundi,97.0
Austria,Cabo Verde,41.0
Austria,Cambodia,958.0
Austria,Cameroon,654.0
Austria,Canada,2547.0
Austria,Central African Republic,29.0
Austria,Chad,12.0
Austria,Chile,1258.0
Austria,China,17713.0
Austria,"China, Hong Kong Special Administrative Region",281.0
Austria,"China, Macao Special Administrative Region",17.0
Austria,Colombia,1570.0
Austria,Congo,457.0
Austria,Costa Rica,179.0
Austria,Cote d'Ivoire,213.0
Austria,Croatia,40006.0
Austria,Cuba,879.0
Austria,Cyprus,325.0
Austria,Czech Republic,54997.0
Austria,Democratic People's Republic of Korea,2812.0
Austria,Democratic Republic of the Congo,700.0
Austria,Denmark,1418.0
Austria,Djibouti,7.0
Austria,Dominica,51.0
Austria,Dominican Republic,3125.0
Austria,Ecuador,662.0
Austria,Egypt,14891.0
Austria,El Salvador,68.0
Austria,Equatorial Guinea,10.0
Austria,Eritrea,104.0
Austria,Estonia,372.0
Austria,Ethiopia,1276.0
Austria,Fiji,18.0
Austria,Finland,1598.0
Austria,France,8964.0
Austria,Gabon,24.0
Austria,Gambia,628.0
Austria,Georgia,3316.0
Austria,Germany,223705.0
Austria,Ghana,2474.0
Austria,Greece,4003.0
Austria,Grenada,15.0
Austria,Guam,1.0
Austria,Guatemala,372.0
Austria,Guinea,303.0
Austria,Guinea-Bissau,68.0
Austria,Guyana,19.0
Austria,Haiti,63.0
Austria,Honduras,98.0
Austria,Hungary,44468.0
Austria,Iceland,188.0
Austria,India,13576.0
Austria,Indonesia,1214.0
Austria,Iran (Islamic Republic of),15495.0
Austria,Iraq,5524.0
Austria,Ireland,985.0
Austria,Israel,2562.0
Austria,Italy,29738.0
Austria,Jamaica,208.0
Austria,Japan,2970.0
Austria,Jordan,749.0
Austria,Kazakhstan,1103.0
Austria,Kenya,982.0
Austria,Kuwait,253.0
Austria,Kyrgyzstan,648.0
Austria,Lao People's Democratic Republic,124.0
Austria,Latvia,806.0
Austria,Lebanon,1841.0
Austria,Lesotho,4.0
Austria,Liberia,274.0
Austria,Libya,459.0
Austria,Liechtenstein,378.0
Austria,Lithuania,909.0
Austria,Luxembourg,763.0
Austria,Madagascar,75.0
Austria,Malawi,38.0
Austria,Malaysia,483.0
Austria,Maldives,9.0
Austria,Mali,99.0
Austria,Malta,108.0
Austria,Mauritania,33.0
Austria,Mauritius,114.0
Austria,Mexico,1512.0
Austria,Micronesia (Federated States of),1.0
Austria,Monaco,24.0
Austria,Mongolia,1804.0
Austria,Montenegro,21842.0
Austria,Morocco,1926.0
Austria,Mozambique,67.0
Austria,Myanmar,71.0
Austria,Namibia,183.0
Austria,Nauru,1.0
Austria,Nepal,588.0
Austria,Netherlands,8476.0
Austria,New Zealand,443.0
Austria,Nicaragua,208.0
Austria,Niger,31.0
Austria,Nigeria,8485.0
Austria,Norway,966.0
Austria,Oman,31.0
Austria,Pakistan,4814.0
Austria,Palau,1.0
Austria,Panama,62.0
Austria,Papua New Guinea,60.0
Austria,Paraguay,229.0
Austria,Peru,1688.0
Austria,Philippines,13856.0
Austria,Poland,65989.0
Austria,Portugal,1723.0
Austria,Puerto Rico,6.0
Austria,Qatar,25.0
Austria,Republic of Moldova,1779.0
Austria,Romania,70267.0
Austria,Russian Federation,30972.0
Austria,Rwanda,211.0
Austria,Saint Kitts and Nevis,2.0
Austria,Saint Lucia,14.0
Austria,Saint Vincent and the Grenadines,10.0
Austria,Samoa,4.0
Austria,San Marino,1.0
Austria,Sao Tome and Principe,2.0
Austria,Saudi Arabia,477.0
Austria,Senegal,335.0
Austria,Serbia,195177.0
Austria,Seychelles,44.0
Austria,Sierra Leone,267.0
Austria,Singapore,286.0
Austria,Slovakia,27170.0
Austria,Slovenia,17908.0
Austria,Solomon Islands,14.0
Austria,Somalia,1215.0
Austria,South Africa,2792.0
Austria,Spain,4122.0
Austria,Sri Lanka,981.0
Austria,State of Palestine,277.0
Austria,Sudan,635.0
Austria,Suriname,20.0
Austria,Swaziland,23.0
Austria,Sweden,3551.0
Austria,Switzerland,15802.0
Austria,Syrian Arab Republic,3320.0
Austria,Tajikistan,284.0
Austria,Thailand,5604.0
Austria,The former Yugoslav Republic of Macedonia,21921.0
Austria,Togo,219.0
Austria,Tonga,7.0
Austria,Trinidad and Tobago,70.0
Austria,Tunisia,3690.0
Austria,Turkey,184847.0
Austria,Turkmenistan,140.0
Austria,Tuvalu,12.0
Austria,Uganda,274.0
Austria,Ukraine,8232.0
Austria,United Arab Emirates,176.0
Austria,United Kingdom of Great Britain and Northern Ireland,11013.0
Austria,United Republic of Tanzania,157.0
Austria,United States of America,11054.0
Austria,Uruguay,282.0
Austria,Uzbekistan,754.0
Austria,Vanuatu,7.0
Austria,Venezuela (Bolivarian Republic of),915.0
Austria,Viet Nam,3344.0
Austria,Yemen,95.0
Austria,Zambia,113.0
Austria,Zimbabwe,298.0
Azerbaijan,Afghanistan,186.0
Azerbaijan,Armenia,148503.0
Azerbaijan,Belarus,459.0
Azerbaijan,Estonia,486.0
Azerbaijan,Georgia,51141.0
Azerbaijan,Germany,285.0
Azerbaijan,Iran (Islamic Republic of),1530.0
Azerbaijan,Kazakhstan,3621.0
Azerbaijan,Kyrgyzstan,2556.0
Azerbaijan,Republic of Moldova,283.0
Azerbaijan,Russian Federation,28760.0
Azerbaijan,Tajikistan,249.0
Azerbaijan,Turkey,2121.0
Azerbaijan,Turkmenistan,1724.0
Azerbaijan,Ukraine,2817.0
Azerbaijan,Uzbekistan,17030.0
Bahamas,Antigua and Barbuda,14.0
Bahamas,Argentina,111.0
Bahamas,Australia,83.0
Bahamas,Austria,40.0
Bahamas,Barbados,238.0
Bahamas,Belgium,30.0
Bahamas,Belize,44.0
Bahamas,Bermuda,39.0
Bahamas,Botswana,14.0
Bahamas,Brazil,121.0
Bahamas,British Virgin Islands,3.0
Bahamas,Bulgaria,21.0
Bahamas,Canada,1567.0
Bahamas,Cayman Islands,23.0
Bahamas,Chile,35.0
Bahamas,China,172.0
Bahamas,"China, Hong Kong Special Administrative Region",26.0
Bahamas,Colombia,193.0
Bahamas,Costa Rica,54.0
Bahamas,Cuba,401.0
Bahamas,Denmark,16.0
Bahamas,Dominica,75.0
Bahamas,Dominican Republic,291.0
Bahamas,Ecuador,43.0
Bahamas,Egypt,31.0
Bahamas,El Salvador,73.0
Bahamas,Estonia,16.0
Bahamas,France,143.0
Bahamas,Germany,289.0
Bahamas,Ghana,48.0
Bahamas,Greece,91.0
Bahamas,Grenada,33.0
Bahamas,Guatemala,35.0
Bahamas,Guyana,1335.0
Bahamas,Haiti,27591.0
Bahamas,Honduras,43.0
Bahamas,India,598.0
Bahamas,Indonesia,33.0
Bahamas,Ireland,59.0
Bahamas,Italy,158.0
Bahamas,Jamaica,7503.0
Bahamas,Japan,35.0
Bahamas,Kenya,21.0
Bahamas,Mexico,134.0
Bahamas,Netherlands,54.0
Bahamas,New Zealand,24.0
Bahamas,Nicaragua,10.0
Bahamas,Nigeria,160.0
Bahamas,Norway,12.0
Bahamas,Panama,52.0
Bahamas,Peru,314.0
Bahamas,Philippines,1117.0
Bahamas,Poland,20.0
Bahamas,Portugal,16.0
Bahamas,Romania,102.0
Bahamas,Russian Federation,56.0
Bahamas,Saint Kitts and Nevis,34.0
Bahamas,Saint Lucia,78.0
Bahamas,Saint Vincent and the Grenadines,40.0
Bahamas,South Africa,104.0
Bahamas,Spain,111.0
Bahamas,Sri Lanka,39.0
Bahamas,Swaziland,12.0
Bahamas,Sweden,29.0
Bahamas,Switzerland,307.0
Bahamas,Trinidad and Tobago,390.0
Bahamas,Turks and Caicos Islands,1545.0
Bahamas,Uganda,12.0
Bahamas,Ukraine,18.0
Bahamas,United Kingdom of Great Britain and Northern Ireland,1993.0
Bahamas,United States of America,9664.0
Bahamas,Uruguay,17.0
Bahamas,Venezuela (Bolivarian Republic of),30.0
Bahamas,Zimbabwe,15.0
Bahrain,Afghanistan,656.0
Bahrain,Bangladesh,78396.0
Bahrain,Chad,430.0
Bahrain,Egypt,80889.0
Bahrain,Eritrea,1550.0
Bahrain,Ethiopia,678.0
Bahrain,France,2027.0
Bahrain,India,302635.0
Bahrain,Indonesia,22513.0
Bahrain,Jordan,14493.0
Bahrain,Kuwait,5409.0
Bahrain,Lebanon,4508.0
Bahrain,Morocco,648.0
Bahrain,Nepal,3789.0
Bahrain,Netherlands,213.0
Bahrain,Nigeria,1952.0
Bahrain,Pakistan,74710.0
Bahrain,Philippines,48059.0
Bahrain,Qatar,346.0
Bahrain,Saudi Arabia,408.0
Bahrain,Somalia,519.0
Bahrain,South Sudan,849.0
Bahrain,Sri Lanka,9841.0
Bahrain,State of Palestine,4671.0
Bahrain,Sudan,7522.0
Bahrain,Syrian Arab Republic,3044.0
Bahrain,Thailand,1159.0
Bahrain,Tunisia,468.0
Bahrain,Turkey,2170.0
Bahrain,United Arab Emirates,4041.0
Bahrain,United Kingdom of Great Britain and Northern Ireland,1657.0
Bahrain,United States of America,1120.0
Bahrain,Yemen,15003.0
Bangladesh,Antigua and Barbuda,21664.0
Bangladesh,Bahrain,30160.0
Bangladesh,Brazil,14919.0
Bangladesh,Cambodia,19642.0
Bangladesh,China,177772.0
Bangladesh,India,34431.0
Bangladesh,Indonesia,157862.0
Bangladesh,Japan,13763.0
Bangladesh,Lao People's Democratic Republic,88155.0
Bangladesh,Malaysia,233561.0
Bangladesh,Myanmar,201346.0
Bangladesh,Nepal,39059.0
Bangladesh,Norway,14311.0
Bangladesh,Singapore,9583.0
Bangladesh,Thailand,10548.0
Bangladesh,United Kingdom of Great Britain and Northern Ireland,33470.0
Bangladesh,United States of America,46008.0
Bangladesh,Viet Nam,27521.0
Barbados,Antigua and Barbuda,194.0
Barbados,Australia,24.0
Barbados,Bahamas,49.0
Barbados,Belize,22.0
Barbados,Bermuda,28.0
Barbados,Canada,689.0
Barbados,China,43.0
Barbados,Cuba,58.0
Barbados,Dominica,337.0
Barbados,Grenada,389.0
Barbados,Guyana,6594.0
Barbados,Haiti,33.0
Barbados,India,463.0
Barbados,Jamaica,994.0
Barbados,Saint Kitts and Nevis,109.0
Barbados,Saint Lucia,2177.0
Barbados,Saint Vincent and the Grenadines,3114.0
Barbados,Suriname,47.0
Barbados,Trinidad and Tobago,1490.0
Barbados,United Kingdom of Great Britain and Northern Ireland,2509.0
Barbados,United States of America,1034.0
Belarus,Afghanistan,282.0
Belarus,Algeria,53.0
Belarus,Argentina,102.0
Belarus,Armenia,5728.0
Belarus,Australia,28.0
Belarus,Austria,59.0
Belarus,Azerbaijan,13493.0
Belarus,Belgium,36.0
Belarus,Brazil,94.0
Belarus,Bulgaria,61.0
Belarus,Canada,155.0
Belarus,Cuba,44.0
Belarus,Czech Republic,96.0
