origin,destination,num,year
Afghanistan,Argentina,17.0,2000
Afghanistan,Australia,5250.0,2000
Afghanistan,Austria,1896.0,2000
Afghanistan,Azerbaijan,67.0,2000
Afghanistan,Bahrain,80.0,2000
Afghanistan,Belarus,93.0,2000
Afghanistan,Belgium,29.0,2000
Afghanistan,Bulgaria,62.0,2000
Afghanistan,Canada,11573.0,2000
Afghanistan,Chile,3.0,2000
Afghanistan,Colombia,42.0,2000
Afghanistan,Costa Rica,2.0,2000
Afghanistan,Czechia,26.0,2000
Afghanistan,Denmark,1347.0,2000
Afghanistan,Ecuador,9.0,2000
Afghanistan,Egypt,37.0,2000
Afghanistan,Finland,143.0,2000
Afghanistan,France,1580.0,2000
Afghanistan,Georgia,20.0,2000
Afghanistan,Germany,32463.0,2000
Afghanistan,Greece,52.0,2000
Afghanistan,Hungary,206.0,2000
Afghanistan,India,6201.0,2000
Afghanistan,Iran (Islamic Republic of),839020.0,2000
Afghanistan,Iraq,201.0,2000
Afghanistan,Ireland,33.0,2000
Afghanistan,Israel,1485.0,2000
Afghanistan,Italy,37.0,2000
Afghanistan,Jordan,30.0,2000
Afghanistan,Kuwait,396.0,2000
Afghanistan,Latvia,2.0,2000
Afghanistan,Libya,81.0,2000
Afghanistan,Lithuania,12.0,2000
Afghanistan,Malaysia,23.0,2000
Afghanistan,Namibia,35.0,2000
Afghanistan,Netherlands,8431.0,2000
Afghanistan,New Zealand,367.0,2000
Afghanistan,Nicaragua,16.0,2000
Afghanistan,Norway,287.0,2000
Afghanistan,Pakistan,963267.0,2000
Afghanistan,Philippines,401.0,2000
Afghanistan,Poland,18.0,2000
Afghanistan,Qatar,92.0,2000
Afghanistan,Russian Federation,1590.0,2000
Afghanistan,Saudi Arabia,58061.0,2000
Afghanistan,Slovakia,39.0,2000
Afghanistan,South Africa,10.0,2000
Afghanistan,Spain,129.0,2000
Afghanistan,Sri Lanka,9.0,2000
Afghanistan,Sweden,1909.0,2000
Afghanistan,Switzerland,974.0,2000
Afghanistan,Syrian Arab Republic,85.0,2000
Afghanistan,Tajikistan,9273.0,2000
Afghanistan,Thailand,10.0,2000
Afghanistan,Turkey,3871.0,2000
Afghanistan,Turkmenistan,1015.0,2000
Afghanistan,Ukraine,542.0,2000
Afghanistan,United Arab Emirates,757.0,2000
Afghanistan,United Kingdom,4957.0,2000
Afghanistan,United States of America,20307.0,2000
Albania,Argentina,57.0,2000
Albania,Australia,657.0,2000
Albania,Austria,1061.0,2000
Albania,Belgium,1011.0,2000
Albania,Bulgaria,252.0,2000
Albania,Canada,3212.0,2000
Albania,Chile,14.0,2000
Albania,Colombia,21.0,2000
Albania,Croatia,79.0,2000
Albania,Cuba,63.0,2000
Albania,Cyprus,54.0,2000
Albania,Czechia,32.0,2000
Albania,Denmark,49.0,2000
Albania,Ecuador,14.0,2000
Albania,Egypt,35.0,2000
Albania,Finland,12.0,2000
Albania,France,1687.0,2000
Albania,Georgia,7.0,2000
Albania,Germany,5106.0,2000
Albania,Greece,165118.0,2000
Albania,Hungary,66.0,2000
Albania,Iceland,13.0,2000
Albania,Ireland,142.0,2000
Albania,Italy,128232.0,2000
Albania,Latvia,4.0,2000
Albania,Libya,84.0,2000
Albania,Luxembourg,128.0,2000
Albania,Malta,29.0,2000
Albania,Montenegro,-,2000
Albania,Netherlands,156.0,2000
Albania,North Macedonia,40450.0,2000
Albania,Norway,68.0,2000
Albania,Philippines,296.0,2000
Albania,Poland,24.0,2000
Albania,Portugal,15.0,2000
Albania,Romania,360.0,2000
Albania,Russian Federation,383.0,2000
Albania,San Marino,26.0,2000
Albania,Serbia,399.0,2000
Albania,Slovakia,9.0,2000
Albania,Slovenia,31.0,2000
Albania,South Africa,38.0,2000
Albania,Spain,329.0,2000
Albania,Sweden,172.0,2000
Albania,Switzerland,658.0,2000
Albania,Turkey,1523.0,2000
Albania,United Kingdom,810.0,2000
Albania,United States of America,16660.0,2000
Albania,Venezuela (Bolivarian Republic of),8.0,2000
Algeria,Argentina,86.0,2000
Algeria,Australia,420.0,2000
Algeria,Austria,207.0,2000
Algeria,Belarus,9.0,2000
Algeria,Belgium,9644.0,2000
Algeria,Bolivia (Plurinational State of),3.0,2000
Algeria,Bulgaria,80.0,2000
Algeria,Canada,10648.0,2000
Algeria,Chile,18.0,2000
Algeria,Colombia,8.0,2000
Algeria,Costa Rica,5.0,2000
Algeria,Cuba,28.0,2000
Algeria,Cyprus,8.0,2000
Algeria,Czechia,21.0,2000
Algeria,Denmark,290.0,2000
Algeria,Ecuador,5.0,2000
Algeria,Egypt,439.0,2000
Algeria,Finland,50.0,2000
Algeria,France,376506.0,2000
Algeria,French Guiana,47.0,2000
Algeria,French Polynesia,269.0,2000
Algeria,Gabon,22.0,2000
Algeria,Georgia,11.0,2000
Algeria,Germany,3335.0,2000
Algeria,Ghana,2.0,2000
Algeria,Greece,128.0,2000
Algeria,Guadeloupe,66.0,2000
Algeria,Hungary,116.0,2000
Algeria,Iceland,5.0,2000
Algeria,Ireland,196.0,2000
Algeria,Israel,16176.0,2000
Algeria,Italy,4635.0,2000
Algeria,Jordan,248.0,2000
Algeria,Latvia,2.0,2000
Algeria,Libya,1371.0,2000
Algeria,Luxembourg,47.0,2000
Algeria,Mali,291.0,2000
Algeria,Malta,9.0,2000
Algeria,Martinique,50.0,2000
Algeria,Mauritania,577.0,2000
Algeria,Mexico,47.0,2000
Algeria,Morocco,4318.0,2000
Algeria,Namibia,335.0,2000
Algeria,Netherlands,1113.0,2000
Algeria,New Caledonia,300.0,2000
Algeria,Nicaragua,35.0,2000
Algeria,Niger,177.0,2000
Algeria,Norway,215.0,2000
Algeria,Peru,5.0,2000
Algeria,Philippines,262.0,2000
Algeria,Poland,119.0,2000
Algeria,Portugal,69.0,2000
Algeria,Romania,1.0,2000
Algeria,Russian Federation,357.0,2000
Algeria,Senegal,2217.0,2000
Algeria,Serbia,21.0,2000
Algeria,Slovakia,11.0,2000
Algeria,Slovenia,7.0,2000
Algeria,South Africa,46.0,2000
Algeria,Spain,6702.0,2000
Algeria,Sweden,571.0,2000
Algeria,Switzerland,2453.0,2000
Algeria,Tajikistan,75.0,2000
Algeria,Tunisia,4932.0,2000
Algeria,Turkey,165.0,2000
Algeria,United Kingdom,3044.0,2000
Algeria,United States of America,3963.0,2000
Algeria,Venezuela (Bolivarian Republic of),43.0,2000
Algeria,Western Sahara,27.0,2000
American Samoa,Australia,60.0,2000
American Samoa,France,1.0,2000
American Samoa,Greece,11.0,2000
American Samoa,Micronesia (Fed. States of),6.0,2000
American Samoa,Russian Federation,531.0,2000
American Samoa,Samoa,948.0,2000
Andorra,Australia,15.0,2000
Andorra,Chile,4.0,2000
Andorra,Colombia,16.0,2000
Andorra,Czechia,4.0,2000
Andorra,France,736.0,2000
Andorra,Ireland,3.0,2000
Andorra,Italy,12.0,2000
Andorra,Portugal,218.0,2000
Andorra,Spain,1917.0,2000
Andorra,Sweden,1.0,2000
Andorra,Switzerland,11.0,2000
Andorra,United Kingdom,11.0,2000
Angola,Argentina,12.0,2000
Angola,Australia,191.0,2000
Angola,Austria,104.0,2000
Angola,Belgium,285.0,2000
Angola,Bolivia (Plurinational State of),3.0,2000
Angola,Botswana,649.0,2000
Angola,Brazil,2805.0,2000
Angola,Bulgaria,2.0,2000
Angola,Cabo Verde,1061.0,2000
Angola,Canada,1266.0,2000
Angola,Chile,22.0,2000
Angola,Colombia,23.0,2000
Angola,Congo,16403.0,2000
Angola,Costa Rica,1.0,2000
Angola,Cuba,50.0,2000
Angola,Czechia,8.0,2000
Angola,Democratic Republic of the Congo,165974.0,2000
Angola,Denmark,54.0,2000
